name,Price,Processor Brand,Processor Name,RAM,SSD Capacity,Graphic Processor,Screen Size,Screen Resolution,Additional Features,user rating,simulated_reviews
"Lenovo Ideapad 5 Pro Ryzen 7 Octa Core 5800U - (16 Gb/512 Gb Ssd/Windows 11 Home) 14Acn6 Thin And Light Laptop  (14 Inch, Storm Grey, 1.38 Kg, With Ms Office)",679.9,Amd,Ryzen 7 Octa Core,16.0,512.0,Amd Radeon Amd,35.56 cm (14 inch),2240 x 1400 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 15 Celeron Dual Core - (4 Gb/256 Gb Ssd/Windows 10 Home) X543Ma-Gq1358T Laptop  (15.6 Inch, Transparent Silver, 1.9 Kg)",279.9,Intel,Celeron Dual Core,4.0,256.0,Intel Integrated Uhd Graphics 600,39.62 cm (15.6 inch),1366 x 768 pixel,No additional features provided.,4.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Pavilion Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home) 14-Dv1002Tu Thin And Light Laptop  (14 Inch, Tranquil Pink, 1.41 Kg)",659.9,Intel,Core I5,16.0,512.0,Na Intel Iris Xe Graphics,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.5,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Chromebook Celeron Dual Core - (4 Gb/64 Gb Emmc Storage/Chrome Os) Cx1101Cma-Gj0007 Chromebook  (11.6 Inch, Transparent Silver, 1.24 Kg)",189.9,Intel,Celeron Dual Core,4.0,,Intel Integrated Uhd Graphics 600,29.46 cm (11.6 Inch),1366 x 768 Pixel,3-cell Li-ion,3.6,This laptop has the following features: 3-cell li-ion. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650/120 Hz) 15Ach6| 15Ach6D1| Ideapad Gaming3 15Ach6D1 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25$$Kg Kg)",609.9,Amd,Ryzen 5 Hexa Core,8.0,512.0,Nvidia Geforce Gtx 1650,39.62 cm (15.6 inch),1920x1080 Pixel,DC Dimmer,4.5,This laptop has the following features: dc dimmer. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad 3 Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) Ideapad 3 15Itl6 Ub Thin And Light Laptop  (15.6 Inch, Arctic Grey, 1.65 Kg, With Ms Office)",389.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,45 Wh battery,4.3,This laptop has the following features: 45 wh battery. Users find it reliable and suitable for its intended purpose.
"Asus Core I3 11Th Gen - (4 Gb/256 Gb Ssd/Windows 11 Home) X415Ea-Ek302Ws Thin And Light Laptop  (14 Inch, Transparent Silver, 1.60 Kg, With Ms Office)",339.9,Intel,Core I3,4.0,256.0,Intel Integrated Intel Uhd Graphics,35.56 cm (14 Inch),1920 x 1080 Pixel,"37WHrs, 2S1P, 2-cell Li-ion",4.1,"This laptop has the following features: 37whrs, 2s1p, 2-cell li-ion. Users find it reliable and suitable for its intended purpose."
"Avita Liber V14 Core I5 10Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) Ns14A8Inf561-Mb Thin And Light Laptop  (14 Inch, Matt Black, 1.25 Kg)",469.9,Intel,Core I5,8.0,512.0,Intel Integrated Intel Intergrated Uhd,35.56 cm (14 inch),1920X1080 pixel,"14 inch Full HD LED Backlit TFT IPS Display, Finger Print Sensor for Faster System Access, FHD Bezel-less Anti-Glare Display, Avant-Garde Design, Fingerprint reader",3.7,"This laptop has the following features: 14 inch full hd led backlit tft ips display, finger print sensor for faster system access, fhd bezel-less anti-glare display, avant-garde design, fingerprint reader. Users find it reliable and suitable for its intended purpose."
"Dell Inspiron Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 10) Inspiron 3511 Thin And Light Laptop  (15.6 Inch, Carbon, 1.85 Kg, With Ms Office)",424.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,No additional features provided.,4.2,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Core I3 11Th Gen - (4 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10) Vostro 3400 Thin And Light Laptop  (14 Inch, Dune, 1.58 Kg, With Ms Office)",440.9,Intel,Core I3,4.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,3.7,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10) Inspiron 5418 Thin And Light Laptop  (14 Inch, Silver, 1.5 Kg, With Ms Office)",700.9,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 Inch),1920 x 1080 Pixel,No additional features provided.,4.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Ryzen 5 Quad Core 3500U - (8 Gb/512 Gb Ssd/Windows 10) Vostro 3405 Thin And Light Laptop  (14 Inches, Dune, 1.58 Kg, With Ms Office)",489.9,Amd,Ryzen 5 Quad Core,8.0,512.0,Amd Radeon Vega Graphics,35.56 cm (14 inches),1920 x 1080 Pixels,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Core I3 10Th Gen - (8 Gb/256 Gb Ssd/Windows 10 Home) Modern 14 B10Mw-658In Thin And Light Laptop  (14 Inch, Carbon Gray, 1.3 Kg)",319.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.5,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 15 Core I3 11Th Gen - (8 Gb/1 Tb Hdd/Windows 10 Home) X515Ea-Br391Ts Laptop  (15.6 Inch, Slate Grey, 1.8 Kg, With Ms Office)",357.9,Intel,Core I3,8.0,,Intel Integrated Intel Uhd,39.62 cm (15.6 inch),1366 x 768 pixel,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Core I3 10Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) Modern 14 B10Mw-657In Thin And Light Laptop  (14 Inch, Carbon Gray, 1.3 Kg)",469.9,Intel,Core I3,8.0,512.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.4,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Core I7 10Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) Modern 14 B10Mw-659In Thin And Light Laptop  (14 Inch, Carbon Gray, 1.3 Kg)",579.9,Intel,Core I7,8.0,512.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.2,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Prestige 14 Intel Evo Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home) Prestige 14Evo A11M-624In Thin And Light Laptop  (14 Inch, Carbon Gray, 1.29 Kg)",749.9,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixel,"3 cell , 52Whr",4.3,"This laptop has the following features: 3 cell , 52whr. Users find it reliable and suitable for its intended purpose."
"Asus Asus Tuf Dash F15 Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Geforce Rtx 3060) Fx516Pmz-Hn186Ws Gaming Laptop  (15.6 Inch, Moonlight White, 2 Kg, With Ms Office)",849.9,Intel,Core I5,16.0,512.0,Nvidia Geforce Rtx 3060,39.62 cm (15.6 inch),1920 x 1080 Pixel,"76WHrs, Li-ion",4.9,"This laptop has the following features: 76whrs, li-ion. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook 15 (2022) Core I3 10Th Gen - (4 Gb/512 Gb Ssd/Windows 11 Home) X515Ja-Ej372Ws Thin And Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With Ms Office)",349.9,Intel,Core I3,4.0,512.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,37WHrs Li-ion,4.4,This laptop has the following features: 37whrs li-ion. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 15 (2022) Core I7 10Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home/Intel Integrated Iris Plus) X515Ja-Ej701Ws Gaming Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With Ms Office)",579.9,Intel,Core I7,16.0,512.0,Intel Integrated Iris Plus,39.62 cm (15.6 inch),1920 x 1080 pixel,37WHrs Li-ion,4.0,This laptop has the following features: 37whrs li-ion. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 15 (2022) Core I3 10Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) X515Ja-Ej362Ws Thin And Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With Ms Office)",389.9,Intel,Core I3,8.0,512.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,37WHrs Li-ion,4.3,This laptop has the following features: 37whrs li-ion. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 15 (2022) Core I7 10Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home/Intel Integrated Iris Plus) X515Ja-Ej701Ws Gaming Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With Ms Office)",579.9,Intel,Core I7,16.0,512.0,Intel Integrated Iris Plus,39.62 cm (15.6 inch),1920 x 1080 pixel,37WHrs Li-ion,4.0,This laptop has the following features: 37whrs li-ion. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 15 (2022) Core I3 10Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) X515Ja-Ej362Ws Thin And Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With Ms Office)",389.9,Intel,Core I3,8.0,512.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,37WHrs Li-ion,4.3,This laptop has the following features: 37whrs li-ion. Users find it reliable and suitable for its intended purpose.
"Dell Core I5 11Th Gen - (8 Gb/1 Tb Hdd/Windows 10) 3400 Laptop  (15 Inch, Dune, With Ms Office)",589.9,Intel,Core I5,8.0,,Intel Integrated,38.1 cm (15 inch),1920 X 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Legion 5 Ryzen 5 Hexa Core 5600H - (8 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Gtx Nvidia® Geforce® Gtx 1650 (4Gb Gddr6)/60 Hz) 15Ach6 Gaming Laptop  (15.6 Inch, Phantom Blue, 2.4 Kg)",750.99,Amd,Ryzen 5 Hexa Core,8.0,512.0,Nvidia Geforce Gtx Nvidia® Geforce® Gtx 1650 (4Gb Gddr6),39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,45 WHr Li-ion Battery,4.3,This laptop has the following features: 45 whr li-ion battery. Users find it reliable and suitable for its intended purpose.
"Hp Core I3 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) 15S-Du3564Tu Thin And Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With Ms Office)",429.9,Intel,Core I3,8.0,512.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1366 x 768 Pixel,41 Wh Li-ion,4.3,This laptop has the following features: 41 wh li-ion. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 15 Core I3 11Th Gen - (8 Gb/1 Tb Hdd/Windows 10 Home) X515Ea-Br391Ts Laptop  (15.6 Inch, Slate Grey, 1.8 Kg, With Ms Office)",359.9,Intel,Core I3,8.0,,Intel Integrated Intel Uhd,39.62 cm (15.6 inch),1366 x 768 pixel,No additional features provided.,3.4,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 10) 3511 Laptop  (15.6 Inch, Mist Blue Speckle, With Ms Office)",495.0,Intel,Core I3,8.0,256.0,Intel Integrated,39.62 cm (15.6 inch),1920 X 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 14 Ryzen 3 Dual Core Amd Ryzen 3 3250U - (8 Gb/256 Gb Ssd/Windows 10 Home) M415Da-Ek322Ts Thin And Light Laptop  (14.1 Inch, Transparent Silver, 1.5 Kg, With Ms Office)",339.9,Amd,Ryzen 3 Dual Core,8.0,256.0,Amd Radeon Integrated,35.81 cm (14.1 inch),1920 x 1080 pixel,No additional features provided.,4.2,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Rog Zephyrus G14 Ryzen 9 Octa Core Amd Ryzen 9 5900Hs Processor 5Th Gen - (16 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx3050Ti/120 Hz) Ga401Qec-K2128Ts Gaming Laptop  (14 Inch, Gray, 1.7 Kg, With Ms Office)",1399.9,Amd,Ryzen 9 Octa Core,16.0,1024.0,Nvidia Geforce Rtx3050Ti,35.56 cm (14 inch),2560 x 1440 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell 3000 Core I3 11Th Gen - (8 Gb/1 Tb Hdd/Windows 11 Home) 3511 Laptop  (15.6 Inch, Platinum Silver, With Ms Office)",399.97,Intel,Core I3,8.0,,Intel Integrated Intel Uhd Graphics,39.62 cm (15.6 inch),1080x1920 pixel,No additional features provided.,4.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Intel Evo Swift 3 Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) Sf314-511 Thin And Light Laptop  (14 Inch, Pure Silver, 1.2 Kg, With Ms Office)",599.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixel,"Acer Bio-Protection fingerprint solution, Thunderbolt 4; Long Battery Life; Supports Fast Charging technology",4.5,"This laptop has the following features: acer bio-protection fingerprint solution, thunderbolt 4; long battery life; supports fast charging technology. Users find it reliable and suitable for its intended purpose."
"Hp Pavilion Ryzen 5 Hexa Core 5500U - (16 Gb/512 Gb Ssd/Windows 11 Home) 14-Ec0037Au Thin And Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With Ms Office)",599.99,Amd,Ryzen 5 Hexa Core,16.0,512.0,Amd Radeon Amd Radeon Graphics,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Core I7 10Th Gen - (16 Gb/512 Gb Ssd/Windows 10/2 Gb Graphics) 20S0S1Mc00 Business Laptop  (12 Inch, Black)",1700.0,Intel,Core I7,16.0,512.0,Nvidia Geforce Gtx 2 Gb Mx330,30.48 cm (12 inch),1920 x 1080$$Pixels pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Pavilion Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) 15-Eg0547Tu Thin And Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With Ms Office)",629.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,39.62 cm (15.6 inch),1920 x 1080 Pixel,"41 WHr Li-ion Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",4.3,"This laptop has the following features: 41 whr li-ion battery with fast charge support, mu-mimo supported, miracast compatible. Users find it reliable and suitable for its intended purpose."
"Hp Ryzen 7 Octa Core 5700U - (8 Gb/512 Gb Ssd/Windows 10 Home) 14S-Fq1083Au Thin And Light Laptop  (14 Inch, Natural Silver, 1.46 Kg, With Ms Office)",554.9,Amd,Ryzen 7 Octa Core,8.0,512.0,Amd Radeon Amd,35.56 cm (14 inch),1920 x 1080 Pixel,41 Wh Li-ion,4.4,This laptop has the following features: 41 wh li-ion. Users find it reliable and suitable for its intended purpose.
"Asus Rog Zephyrus G14 Ryzen 7 Octa Core Ryzen 7-4800Hs 4Th Gen - (8 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650/120 Hz) Ga401Ihr-K2067Ts Gaming Laptop  (14 Inch, White, 1.6 Kg, With Ms Office)",813.99,Amd,Ryzen 7 Octa Core,8.0,1024.0,Nvidia Geforce Gtx 1650,35.56 cm (14 inch),2560 x 1440 pixel,76 WHr Li-ion Battery,5.0,This laptop has the following features: 76 whr li-ion battery. Users find it reliable and suitable for its intended purpose.
"Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 Gb/1 Tb Ssd/Windows 10 Home/6 Gb Graphics/Nvidia Geforce Rtx 3060) 15Ach6H Gaming Laptop  (15.6 Inch, Phantom Blue, Shadow Black, 2.4 Kg, With Ms Office)",1379.9,Amd,Ryzen 7 Octa Core,16.0,1024.0,Nvidia Geforce Rtx 3060,39.62 cm (15.6 inch),1920 x 1080 Pixel,Integrated 80Wh Battery,4.3,This laptop has the following features: integrated 80wh battery. Users find it reliable and suitable for its intended purpose.
"Lenovo Yoga 6 Ryzen 7 Octa Core 5700U - (16 Gb/512 Gb Ssd/Windows 11 Home) 13Alc6 2 In 1 Laptop  (13.3 Inch, Abyss Blue, 1.32 Kg, With Ms Office)",779.9,Amd,Ryzen 7 Octa Core,16.0,512.0,Amd Radeon Amd,33.78 cm (13.3 inch),1920 x 1080 Pixel,No additional features provided.,4.7,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Rog Zephyrus G14 Ryzen 7 Octa Core Ryzen 7-4800Hs 4Th Gen - (8 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650/144 Hz) Ga401Ihr-Hz070Ts Gaming Laptop  (14 Inch, Grey, 1.6 Kg, With Ms Office)",769.9,Amd,Ryzen 7 Octa Core,8.0,1024.0,Nvidia Geforce Gtx 1650,35.56 cm (14 inch),1980 x 1080 pixel,76 WHr Li-ion Battery,4.3,This laptop has the following features: 76 whr li-ion battery. Users find it reliable and suitable for its intended purpose.
"Asus Rog Zephyrus 14 Ryzen 7 Octa Core Amd Ryzen 7 5800H 5Th Gen - (8 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650/144 Hz) Ga401Qh-Hz077Ts Gaming Laptop  (14 Inch, White, 1.6 Kg, With Ms Office)",869.9,Amd,Ryzen 7 Octa Core,8.0,1024.0,Nvidia Geforce Gtx 1650,35.56 cm (14 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad 3 Celeron Dual Core - (4 Gb/256 Gb Ssd/Windows 10 Home) 14Igl05 Thin And Light Laptop  (14 Inch, Platinum Grey, 1.5 Kg)",306.99,Intel,Celeron Dual Core,4.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1366 x 768 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Celeron Dual Core - (4 Gb/1 Tb Hdd/Dos) V15-Igl Laptop  (15.6 Inch, Grey, 1.85 Kg)",299.99,Intel,Celeron Dual Core,4.0,,Intel Integrated Intel Integrated Uhd,39.62 cm (15.6 inch),1920 X 1080 pixel,No additional features provided.,3.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Pulse Gl66 Core I7 11Th Gen - (16 Gb/1 Tb Ssd/Windows 10 Home/8 Gb Graphics/Nvidia Geforce Rtx 3070) Pulse Gl66 11Ugk-431In Gaming Laptop  (15.6 Inch, Gray, 2.25 Kg)",1199.9,Intel,Core I7,16.0,1024.0,Nvidia Geforce Rtx 3070,39.62 cm (15.6 Inch),2560 x 1440 Pixel,90Whr,4.3,This laptop has the following features: 90whr. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I3 10Th Gen - (8 Gb/1 Tb Hdd/Windows 10) Inspiron 3511 Thin And Light Laptop  (15.6 Inch, Carbon, 1.85 Kg, With Ms Office)",409.9,Intel,Core I3,8.0,,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,No additional features provided.,3.7,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Katana Gf66 Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050Ti) Katana Gf66 11Ud-876In Gaming Laptop  (15.6 Inch, Black, 2.25 Kg)",729.9,Intel,Core I5,16.0,512.0,Nvidia Geforce Rtx 3050Ti,39.62 cm (15.6 Inch),1920 x 1080 Pixel,53.5Whr,4.5,This laptop has the following features: 53.5whr. Users find it reliable and suitable for its intended purpose.
"Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 Gb/512 Gb Ssd/Windows 11 Home) Yoga 6 Thin And Light Laptop  (13.3 Inch, Abyss_Blue, 1.31 Kg, With Ms Office)",747.98,Amd,Ryzen 5 Hexa Core,16.0,512.0,Intel Integrated Integrated Amd Radeon Graphics,33.78 cm (13.3 inch),1920 x 1080 Pixel,50 WHr Li-ion Battery,4.3,This laptop has the following features: 50 whr li-ion battery. Users find it reliable and suitable for its intended purpose.
"Lenovo V15 Core I3 11Th Gen - (4 Gb/256 Gb Ssd/Windows 10 Home) V15 G2 Itl Thin And Light Laptop  (15.6 Inch, Iron Grey)",439.9,Intel,Core I3,4.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Apple 2021 Macbook Pro M1 Pro - (16 Gb/1 Tb Ssd/Mac Os Monterey) Mkgq3Hn/A  (14.2 Inch, Space Grey?, 1.6 Kg)",2259.9,Apple,M1 Pro,16.0,1024.0,,36.07 cm (14.2 inch),3024 x 1964 Pixel,70 watt-hour lithium-polymer battery,4.8,This laptop has the following features: 70 watt-hour lithium-polymer battery. Users find it reliable and suitable for its intended purpose.
"Lenovo Core I5 10Th Gen - (8 Gb/1 Tb Hdd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx Nvidia Geforce Gtx 1650 4Gb Gddr6) 81Y40183In Gaming Laptop  (15.6 Inch, Onyx Black)",629.9,Intel,Core I5,8.0,,Nvidia Geforce Gtx Nvidia Geforce Gtx 1650 4Gb Gddr6,39.62 cm (15.6 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Rog Strix G15 Ryzen 7 Octa Core 4800H - (8 Gb/512 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650) G513Ih-Hn081T Gaming Laptop  (15.6 Inch, Electro Punk, 2.10 Kg)",759.9,Amd,Ryzen 7 Octa Core,8.0,512.0,Nvidia Geforce Gtx 1650,39.62 cm (15.6 inch),1920 x 1080 Pixel,56WHrs Li-ion,4.3,This laptop has the following features: 56whrs li-ion. Users find it reliable and suitable for its intended purpose.
"Acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050 Ti) An515-45/ An515-45-R3Fb Gaming Laptop  (15.6 Inch, Shale Black, 2.4 Kg)",809.9,Amd,Ryzen 7 Octa Core,16.0,256.0,Nvidia Geforce Rtx 3050 Ti,39.62 cm (15.6 inch),1920 x 1080 Pixel,57.5 Wh 4-cell Li-ion?battery,4.5,This laptop has the following features: 57.5 wh 4-cell li-ion?battery. Users find it reliable and suitable for its intended purpose.
"Hp Spectre X360 14 Intel Evo Core I7 11Th Gen - (16 Gb/1 Tb Ssd/Windows 10 Home) 14-Ea0541Tu 2 In 1 Laptop  (13.5 Inch, Nightfall Black, 1.34 Kg)",1289.9,Intel,Core I7,16.0,1024.0,,34.29 cm (13.5 inch),1920 x 1280 Pixels,"Stop Visual Hacking, Mute Mic, See More Scroll Less, 3:2 Screen Aspect Ratio, HP Quickdrop, Adaptive Color, Intelligently Adapts To You, Alexa Built-in, HP Rechargeable MPP2.0 Tilt Pen, MU-MIMO Supported, Miracast Compatible",4.3,"This laptop has the following features: stop visual hacking, mute mic, see more scroll less, 3:2 screen aspect ratio, hp quickdrop, adaptive color, intelligently adapts to you, alexa built-in, hp rechargeable mpp2.0 tilt pen, mu-mimo supported, miracast compatible. Users find it reliable and suitable for its intended purpose."
"Hp Pavilion X360 Core I3 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) 14-Dy0002Tu Thin And Light Laptop  (14 Inch, Natural Silver, 1.52 Kg, With Ms Office)",599.9,Intel,Core I3,8.0,512.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.4,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Pavilion Ryzen 5 Hexa Core 5500U - (16 Gb/512 Gb Ssd/Windows 10 Home) 14-Ec0033Au Thin And Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With Ms Office)",598.9,Amd,Ryzen 5 Hexa Core,16.0,512.0,Amd Radeon Amd,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.4,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad 3 Core I3 10Th Gen - (8 Gb/256 Gb Ssd/Windows 10 Home) 15Iil05 Laptop  (15.6 Inch, Platinum Grey, 1.85 Kg, With Ms Office)",439.0,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1366 x 768 Pixel,45Wh,4.3,This laptop has the following features: 45wh. Users find it reliable and suitable for its intended purpose.
"Asus Ryzen 7 Octa Core 4Th Gen - (8 Gb/512 Gb Ssd/Windows 10/4 Gb Graphics/Nvidia Geforce Gtx Gtx1650- 4Gb) G513Ih-Hn081T Gaming Laptop  (15.6 Inch, Electro Punk)",749.9,Amd,Ryzen 7 Octa Core,8.0,512.0,Nvidia Geforce Gtx Gtx1650- 4Gb,39.62 cm (15.6 inch),720 * 1080 FHD pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Extensa 15 Core I3 11Th Gen - (4 Gb/256 Gb Ssd/Windows 10 Home) Ex215-54 Thin And Light Laptop  (15.6 Inch, Charcoal Black)",374.9,Intel,Core I3,4.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Core I3 10Th Gen - (4 Gb/256 Gb Ssd/Windows 10 Home) 81Wd010Tin Laptop  (12 Inch, Blue, With Ms Office)",387.0,Intel,Core I3,4.0,256.0,Intel Integrated,30.48 cm (12 inch),1920 X 1080$$Pixels pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
